json,image,W,H,n_objs,mode,note
수정됨_05_sou_2683_193144_30_clothes_01top(t-shirts)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_2683_193144_30_clothes_01top(t-shirts)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_2683_193170_290_clothes_01top(t-shirts)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_2683_193170_290_clothes_01top(t-shirts)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_2684_193228_150_clothes_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_2684_193228_150_clothes_01top(t-shirts)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_2686_193365_80_clothes_02top(others)_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_2686_193365_80_clothes_02top(others)_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_2689_193581_80_clothes_02top(others)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_2689_193581_80_clothes_02top(others)_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_2695_193992_230_model_02top(others)_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/수정됨_05_sou_2695_193992_230_model_02top(others)_08aniaml.jpg,607,1080,1,combo,ok
수정됨_05_sou_2703_194557_120_model_02top(others)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_2703_194557_120_model_02top(others)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_2712_195206_130_model_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/수정됨_05_sou_2712_195206_130_model_04-1onepiece(dress)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_2715_195458_130_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_2715_195458_130_clothes_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_2716_195550_330_clothes_04-1onepiece(dress)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_2716_195550_330_clothes_04-1onepiece(dress)_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_2717_195562_90_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_2717_195562_90_model_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_2733_196713_80_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_2733_196713_80_model_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_2749_197862_50_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_2749_197862_50_model_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_2751_198012_110_model_05outer_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_2751_198012_110_model_05outer_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_2763_198895_300_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_2763_198895_300_model_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_2763_198898_330_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_2763_198898_330_model_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_2766_199094_130_model_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_2766_199094_130_model_05outer_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_2774_199716_230_clothes_05outer_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_2774_199716_230_clothes_05outer_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_2790_200860_150_clothes_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_2790_200860_150_clothes_03bottom_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_2796_201276_350_model_03bottom_09artifact.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/artifact/수정됨_05_sou_2796_201276_350_model_03bottom_09artifact.jpg,607,1080,1,combo,ok
수정됨_05_sou_2797_201318_50_model_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/수정됨_05_sou_2797_201318_50_model_03bottom_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_2805_201923_340_model_01top(t-shirts)_09artifact.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/artifact/수정됨_05_sou_2805_201923_340_model_01top(t-shirts)_09artifact.jpg,607,1080,1,combo,ok
수정됨_05_sou_2809_202181_40_model_01top(t-shirts)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_2809_202181_40_model_01top(t-shirts)_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_2811_202367_100_clothes_01top(t-shirts)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_2811_202367_100_clothes_01top(t-shirts)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_2815_202668_230_clothes_01top(t-shirts)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_2815_202668_230_clothes_01top(t-shirts)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_2819_202937_40_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_2819_202937_40_clothes_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_2825_203357_280_model_02top(others)_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_2825_203357_280_model_02top(others)_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_2833_203905_0_model_05outer_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_2833_203905_0_model_05outer_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_2838_204325_240_clothes_04-1onepiece(dress)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_2838_204325_240_clothes_04-1onepiece(dress)_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_2838_204334_330_clothes_04-1onepiece(dress)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_2838_204334_330_clothes_04-1onepiece(dress)_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_2839_204359_220_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_2839_204359_220_model_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_2839_204372_350_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_2839_204372_350_model_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_2856_205590_290_model_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_2856_205590_290_model_05outer_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_2860_205905_200_clothes_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_2860_205905_200_clothes_05outer_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_2862_206031_20_clothes_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_2862_206031_20_clothes_05outer_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_2870_206581_120_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_2870_206581_120_model_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_2871_206667_260_model_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_2871_206667_260_model_05outer_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_2871_206684_70_clothes_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_2871_206684_70_clothes_05outer_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_2890_208057_120_clothes_05outer_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/수정됨_05_sou_2890_208057_120_clothes_05outer_08aniaml.jpg,607,1080,1,combo,ok
수정됨_05_sou_2898_208596_110_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_2898_208596_110_model_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_2904_209017_0_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_2904_209017_0_model_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_2905_209116_270_model_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_2905_209116_270_model_05outer_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_2914_209780_70_clothes_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/수정됨_05_sou_2914_209780_70_clothes_03bottom_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_2914_209804_310_clothes_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/수정됨_05_sou_2914_209804_310_clothes_03bottom_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_2917_209971_180_model_03bottom_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/수정됨_05_sou_2917_209971_180_model_03bottom_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_2919_210120_230_model_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/수정됨_05_sou_2919_210120_230_model_03bottom_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_2928_210760_150_model_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/수정됨_05_sou_2928_210760_150_model_03bottom_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_2930_210939_140_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_2930_210939_140_clothes_03bottom_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_2934_211184_70_model_03bottom_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/수정됨_05_sou_2934_211184_70_model_03bottom_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_2940_211639_300_model_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_2940_211639_300_model_03bottom_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_2948_212190_50_model_01top(t-shirts)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_2948_212190_50_model_01top(t-shirts)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_2957_212847_140_model_01top(t-shirts)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_2957_212847_140_model_01top(t-shirts)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_2957_212896_270_clothes_01top(t-shirts)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_2957_212896_270_clothes_01top(t-shirts)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_2959_213038_250_clothes_01top(t-shirts)_04etc nature.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etcnature/수정됨_05_sou_2959_213038_250_clothes_01top(t-shirts)_04etc nature.jpg,607,1080,1,combo,ok
수정됨_05_sou_2964_213359_220_model_01top(t-shirts)_05symbol.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/symbol/수정됨_05_sou_2964_213359_220_model_01top(t-shirts)_05symbol.jpg,607,1080,1,combo,ok
수정됨_05_sou_2970_213775_60_model_02top(others)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_2970_213775_60_model_02top(others)_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_2971_213879_20_clothes_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_2971_213879_20_clothes_02top(others)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_2976_214263_260_clothes_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_2976_214263_260_clothes_05outer_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_2977_214327_180_clothes_05outer_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_2977_214327_180_clothes_05outer_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_2978_214407_260_clothes_05outer_05symbol.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/symbol/수정됨_05_sou_2978_214407_260_clothes_05outer_05symbol.jpg,607,1080,1,combo,ok
수정됨_05_sou_2980_214529_40_clothes_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_2980_214529_40_clothes_05outer_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_2989_215194_210_clothes_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_2989_215194_210_clothes_05outer_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_2995_215621_160_clothes_05outer_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_2995_215621_160_clothes_05outer_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_3008_216512_70_model_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_3008_216512_70_model_05outer_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_3008_216560_190_clothes_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_3008_216560_190_clothes_05outer_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_3011_216783_260_clothes_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_3011_216783_260_clothes_05outer_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_3015_217012_30_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_3015_217012_30_model_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_3015_217019_100_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_3015_217019_100_model_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_3027_217893_200_model_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_3027_217893_200_model_05outer_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_3034_218399_220_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_3034_218399_220_model_05outer_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_3035_218467_180_model_05outer_04etc nature.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etcnature/수정됨_05_sou_3035_218467_180_model_05outer_04etc nature.jpg,607,1080,1,combo,ok
수정됨_05_sou_3035_218470_210_model_05outer_04etc nature.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etcnature/수정됨_05_sou_3035_218470_210_model_05outer_04etc nature.jpg,607,1080,1,combo,ok
수정됨_05_sou_3038_218718_170_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_3038_218718_170_clothes_03bottom_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3039_218776_30_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_3039_218776_30_clothes_03bottom_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3046_219302_250_clothes_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_3046_219302_250_clothes_03bottom_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_3046_219304_270_clothes_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/수정됨_05_sou_3046_219304_270_clothes_03bottom_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_3048_219393_80_model_03bottom_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/수정됨_05_sou_3048_219393_80_model_03bottom_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_3055_219931_60_clothes_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_3055_219931_60_clothes_01top(t-shirts)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_3056_219964_30_model_01top(t-shirts)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_3056_219964_30_model_01top(t-shirts)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_3069_220950_170_clothes_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_3069_220950_170_clothes_02top(others)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_3074_221282_250_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_3074_221282_250_model_05outer_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3082_221882_130_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/수정됨_05_sou_3082_221882_130_clothes_04-1onepiece(dress)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_3085_222049_0_model_04-1onepiece(dress)_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/수정됨_05_sou_3085_222049_0_model_04-1onepiece(dress)_06dot.jpg,607,1080,1,combo,ok
수정됨_05_sou_3090_222412_30_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_3090_222412_30_model_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3094_222765_320_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_3094_222765_320_clothes_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3097_222928_150_model_04-1onepiece(dress)_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/animal/수정됨_05_sou_3097_222928_150_model_04-1onepiece(dress)_08aniaml.jpg,607,1080,1,combo,ok
수정됨_05_sou_3103_223356_110_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_3103_223356_110_model_03bottom_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3105_223505_160_model_03bottom_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/수정됨_05_sou_3105_223505_160_model_03bottom_06dot.jpg,607,1080,1,combo,ok
수정됨_05_sou_3112_224026_330_model_03bottom_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/수정됨_05_sou_3112_224026_330_model_03bottom_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_3115_224218_90_model_03bottom_09artifact.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/artifact/수정됨_05_sou_3115_224218_90_model_03bottom_09artifact.jpg,607,1080,1,combo,ok
수정됨_05_sou_3115_224266_210_clothes_03bottom_09artifact.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/artifact/수정됨_05_sou_3115_224266_210_clothes_03bottom_09artifact.jpg,607,1080,1,combo,ok
수정됨_05_sou_3119_224563_300_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_3119_224563_300_clothes_03bottom_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3122_224738_250_model_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_3122_224738_250_model_01top(t-shirts)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_3129_225262_90_clothes_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_3129_225262_90_clothes_02top(others)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_3130_225353_280_clothes_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_3130_225353_280_clothes_01top(t-shirts)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_3131_225401_40_clothes_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_3131_225401_40_clothes_02top(others)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_3143_226251_260_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_3143_226251_260_model_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3149_226698_50_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/수정됨_05_sou_3149_226698_50_clothes_04-1onepiece(dress)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_3149_226723_300_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/수정됨_05_sou_3149_226723_300_clothes_04-1onepiece(dress)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_3157_227262_290_model_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/수정됨_05_sou_3157_227262_290_model_04-1onepiece(dress)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_3163_227678_130_model_01top(t-shirts)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/수정됨_05_sou_3163_227678_130_model_01top(t-shirts)_07geometric.jpg,607,1080,1,combo,ok
수정됨_05_sou_3172_228377_280_clothes_02top(others)_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/수정됨_05_sou_3172_228377_280_clothes_02top(others)_08aniaml.jpg,607,1080,1,combo,ok
수정됨_05_sou_3180_228941_160_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_3180_228941_160_clothes_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3180_228949_240_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_3180_228949_240_clothes_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3181_228973_120_model_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_3181_228973_120_model_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3184_229245_320_clothes_02top(others)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/수정됨_05_sou_3184_229245_320_clothes_02top(others)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3186_229328_70_model_02top(others)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/수정됨_05_sou_3186_229328_70_model_02top(others)_10etc.jpg,607,1080,1,combo,ok
수정됨_05_sou_3193_229858_330_model_02top(others)_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/수정됨_05_sou_3193_229858_330_model_02top(others)_01check.jpg,607,1080,1,combo,ok
수정됨_05_sou_3195_229974_50_model_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_3195_229974_50_model_02top(others)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_3195_230026_210_clothes_02top(others)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/수정됨_05_sou_3195_230026_210_clothes_02top(others)_02stripe.jpg,607,1080,1,combo,ok
수정됨_05_sou_3206_230830_330_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_3206_230830_330_clothes_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3207_230834_10_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_3207_230834_10_model_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
수정됨_05_sou_3213_231305_40_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/수정됨_05_sou_3213_231305_40_clothes_04-1onepiece(dress)_03plants.jpg,607,1080,1,combo,ok
